symbol,total_pnl_rate,win_rate,profit_factor,mdd,total_trades,total_fee,avg_holding_hours,reason_counts
BTC,-0.33,44.83,0.88,-2.15,29,27074.98,8.06,"{""전략매도"": 24, ""횡보정리"": 4, ""동적익절"": 1}"
XRP,-1.74,40.74,0.606,-3.61,27,26206.45,7.82,"{""전략매도"": 17, ""손절"": 2, ""동적익절"": 1, ""횡보정리"": 5, ""트레일링스탑"": 1, ""백테스트종료"": 1}"
ETH,-1.57,41.38,0.696,-3.85,29,29127.38,8.78,"{""횡보정리"": 5, ""동적익절"": 3, ""손절"": 1, ""전략매도"": 19, ""트레일링스탑"": 1}"
SOL,-2.45,44.0,0.494,-3.77,25,25355.34,9.04,"{""손절"": 3, ""동적익절"": 1, ""트레일링스탑"": 3, ""전략매도"": 15, ""횡보정리"": 3}"
DOGE,-1.58,50.0,0.694,-2.78,22,21210.51,9.88,"{""손절"": 4, ""동적익절"": 4, ""트레일링스탑"": 3, ""전략매도"": 5, ""횡보정리"": 6}"
BTR,-5.14,42.86,0.408,-7.29,28,26537.77,6.27,"{""전략매도"": 10, ""손절"": 6, ""횡보정리"": 5, ""동적익절"": 2, ""트레일링스탑"": 5}"
RESOLV,-2.34,43.59,0.858,-10.19,39,42441.46,4.85,"{""전략매도"": 4, ""횡보정리"": 4, ""동적익절"": 10, ""손절"": 13, ""트레일링스탑"": 7, ""백테스트종료"": 1}"
IP,-0.82,50.0,0.093,-1.18,4,3729.37,8.73,"{""횡보정리"": 1, ""전략매도"": 2, ""백테스트종료"": 1}"
TRUMP,-2.76,47.83,0.57,-5.58,23,23264.1,7.71,"{""횡보정리"": 5, ""전략매도"": 9, ""동적익절"": 3, ""손절"": 4, ""트레일링스탑"": 2}"
COS,0.3,66.67,2.037,-0.63,3,2924.29,5.39,"{""전략매도"": 1, ""동적익절"": 1, ""트레일링스탑"": 1}"
ENSO,-10.55,37.04,0.176,-12.01,27,27652.13,6.97,"{""손절"": 10, ""트레일링스탑"": 6, ""횡보정리"": 1, ""전략매도"": 7, ""동적익절"": 2, ""백테스트종료"": 1}"
SUNDOG,-0.07,50.0,0.967,-1.77,6,7081.64,5.44,"{""횡보정리"": 2, ""트레일링스탑"": 1, ""동적익절"": 2, ""손절"": 1}"
WLD,-3.47,40.74,0.46,-5.44,27,26579.69,8.28,"{""전략매도"": 16, ""손절"": 4, ""동적익절"": 2, ""횡보정리"": 4, ""트레일링스탑"": 1}"
VIRTUAL,-0.46,48.28,0.941,-4.09,29,30405.11,7.48,"{""전략매도"": 11, ""손절"": 7, ""동적익절"": 5, ""트레일링스탑"": 2, ""횡보정리"": 3, ""백테스트종료"": 1}"
SAHARA,1.72,66.67,21.757,-0.6,3,2959.79,5.5,"{""횡보정리"": 1, ""동적익절"": 1, ""전략매도"": 1}"
TOWNS,-0.14,85.71,0.87,-2.2,7,7496.49,5.0,"{""트레일링스탑"": 2, ""손절"": 1, ""횡보정리"": 1, ""전략매도"": 3}"
PEPE,2.49,50.0,2.125,-2.48,18,15895.83,9.47,"{""손절"": 2, ""횡보정리"": 6, ""트레일링스탑"": 3, ""동적익절"": 6, ""백테스트종료"": 1}"
SOLV,3.67,57.14,6.589,-0.99,7,7175.32,4.51,"{""동적익절"": 3, ""횡보정리"": 1, ""트레일링스탑"": 2, ""백테스트종료"": 1}"
MOODENG,-0.96,57.14,0.689,-2.73,7,7475.98,3.61,"{""전략매도"": 3, ""손절"": 3, ""동적익절"": 1}"
RENDER,2.96,75.0,5.19,-0.77,8,7990.73,5.17,"{""동적익절"": 4, ""트레일링스탑"": 1, ""전략매도"": 3}"
AXS,1.65,80.0,17.923,-0.31,5,4208.13,3.12,"{""전략매도"": 3, ""동적익절"": 1, ""백테스트종료"": 1}"
PENGU,-5.13,48.0,0.402,-6.75,25,26954.7,8.45,"{""전략매도"": 11, ""손절"": 6, ""동적익절"": 3, ""횡보정리"": 4, ""트레일링스탑"": 1}"
HUMA,-9.59,42.5,0.503,-13.63,40,42259.57,3.16,"{""손절"": 16, ""트레일링스탑"": 10, ""동적익절"": 8, ""전략매도"": 2, ""횡보정리"": 3, ""백테스트종료"": 1}"
DOOD,1.02,75.0,1.807,-1.62,8,7525.51,4.9,"{""트레일링스탑"": 3, ""횡보정리"": 1, ""동적익절"": 3, ""손절"": 1}"
H,-4.52,42.42,0.599,-9.02,33,34469.94,5.2,"{""손절"": 8, ""동적익절"": 5, ""전략매도"": 11, ""횡보정리"": 3, ""트레일링스탑"": 6}"
BERA,1.33,100.0,,-0.86,5,5449.98,7.22,"{""전략매도"": 5}"
PONKE,0.52,50.0,1.653,-0.91,4,4596.45,7.92,"{""전략매도"": 3, ""백테스트종료"": 1}"
ADA,-3.9,37.93,0.433,-5.41,29,29902.37,7.54,"{""전략매도"": 23, ""트레일링스탑"": 1, ""횡보정리"": 2, ""손절"": 3}"
SUI,-3.0,44.0,0.559,-4.46,25,26174.9,7.95,"{""전략매도"": 10, ""손절"": 5, ""트레일링스탑"": 2, ""동적익절"": 2, ""횡보정리"": 6}"
